city_slug,immo_source_slug,lots_served_status,lots_served_reason,lots_served_observed_lots,surface_m2_status,surface_m2_reason,surface_m2_observed_lots,surface_m2_completed_lots,postal_code_status,postal_code_reason,postal_code_observed_lots,postal_code_completed_lots,civic_address_status,civic_address_reason,civic_address_observed_lots,civic_address_completed_lots,tod_applicability_status,tod_applicability_reason,tod_completion_status,tod_completion_reason,tod_completion_observed_lots,tod_completion_joined_lots,tod_completion_in_tod_lots
la-redemption,la-redemption,complete,Canonical local Immo perMuni stats row is present and reports 652 served lots.,652,complete,Local Immo stats report 652/652 lots with surface_m2.,652,652,complete,Local Immo stats report 652/652 lots with code_postal.,652,652,incomplete,Local Immo stats report 586/652 lots with civic address.,652,586,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
la-reine,la-reine,complete,Canonical local Immo perMuni stats row is present and reports 1085 served lots.,1085,complete,Local Immo stats report 1085/1085 lots with surface_m2.,1085,1085,complete,Local Immo stats report 1085/1085 lots with code_postal.,1085,1085,incomplete,Local Immo stats report 1084/1085 lots with civic address.,1085,1084,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
la-sarre,la-sarre,complete,Canonical local Immo perMuni stats row is present and reports 4234 served lots.,4234,complete,Local Immo stats report 4234/4234 lots with surface_m2.,4234,4234,complete,Local Immo stats report 4234/4234 lots with code_postal.,4234,4234,incomplete,Local Immo stats report 4214/4234 lots with civic address.,4234,4214,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
la-trinite-des-monts,la-trinite-des-monts,complete,Canonical local Immo perMuni stats row is present and reports 539 served lots.,539,complete,Local Immo stats report 539/539 lots with surface_m2.,539,539,complete,Local Immo stats report 539/539 lots with code_postal.,539,539,incomplete,Local Immo stats report 491/539 lots with civic address.,539,491,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
la-tuque,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
la-visitation-de-lile-dupas,la-visitation-de-lile-dupas,complete,Canonical local Immo perMuni stats row is present and reports 843 served lots.,843,complete,Local Immo stats report 843/843 lots with surface_m2.,843,843,complete,Local Immo stats report 843/843 lots with code_postal.,843,843,incomplete,Local Immo stats report 810/843 lots with civic address.,843,810,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
la-visitation-de-yamaska,la-visitation-de-yamaska,complete,Canonical local Immo perMuni stats row is present and reports 524 served lots.,524,complete,Local Immo stats report 524/524 lots with surface_m2.,524,524,complete,Local Immo stats report 524/524 lots with code_postal.,524,524,incomplete,Local Immo stats report 473/524 lots with civic address.,524,473,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
labelle,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
labrecque,labrecque,complete,Canonical local Immo perMuni stats row is present and reports 1415 served lots.,1415,complete,Local Immo stats report 1415/1415 lots with surface_m2.,1415,1415,complete,Local Immo stats report 1415/1415 lots with code_postal.,1415,1415,incomplete,Local Immo stats report 1286/1415 lots with civic address.,1415,1286,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
lac-au-saumon,lac-au-saumon,complete,Canonical local Immo perMuni stats row is present and reports 1331 served lots.,1331,complete,Local Immo stats report 1331/1331 lots with surface_m2.,1331,1331,complete,Local Immo stats report 1331/1331 lots with code_postal.,1331,1331,incomplete,Local Immo stats report 1149/1331 lots with civic address.,1331,1149,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
lac-aux-sables,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
lac-beauport,lac-beauport,complete,Canonical local Immo perMuni stats row is present and reports 4987 served lots.,4987,complete,Local Immo stats report 4987/4987 lots with surface_m2.,4987,4987,complete,Local Immo stats report 4987/4987 lots with code_postal.,4987,4987,incomplete,Local Immo stats report 4916/4987 lots with civic address.,4987,4916,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
lac-bouchette,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
lac-brome,lac-brome,complete,Canonical local Immo perMuni stats row is present and reports 4365 served lots.,4365,complete,Local Immo stats report 4365/4365 lots with surface_m2.,4365,4365,complete,Local Immo stats report 4365/4365 lots with code_postal.,4365,4365,incomplete,Local Immo stats report 3938/4365 lots with civic address.,4365,3938,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
lac-delage,lac-delage,complete,Canonical local Immo perMuni stats row is present and reports 436 served lots.,436,complete,Local Immo stats report 436/436 lots with surface_m2.,436,436,complete,Local Immo stats report 436/436 lots with code_postal.,436,436,incomplete,Local Immo stats report 434/436 lots with civic address.,436,434,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
lac-des-aigles,lac-des-aigles,complete,Canonical local Immo perMuni stats row is present and reports 826 served lots.,826,complete,Local Immo stats report 826/826 lots with surface_m2.,826,826,complete,Local Immo stats report 826/826 lots with code_postal.,826,826,incomplete,Local Immo stats report 738/826 lots with civic address.,826,738,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
lac-des-ecorces,lac-des-ecorces,complete,Canonical local Immo perMuni stats row is present and reports 3149 served lots.,3149,complete,Local Immo stats report 3149/3149 lots with surface_m2.,3149,3149,complete,Local Immo stats report 3149/3149 lots with code_postal.,3149,3149,incomplete,Local Immo stats report 2722/3149 lots with civic address.,3149,2722,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
lac-des-plages,lac-des-plages,complete,Canonical local Immo perMuni stats row is present and reports 1409 served lots.,1409,complete,Local Immo stats report 1409/1409 lots with surface_m2.,1409,1409,complete,Local Immo stats report 1409/1409 lots with code_postal.,1409,1409,incomplete,Local Immo stats report 1319/1409 lots with civic address.,1409,1319,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
lac-des-seize-iles,lac-des-seize-iles,complete,Canonical local Immo perMuni stats row is present and reports 711 served lots.,711,complete,Local Immo stats report 711/711 lots with surface_m2.,711,711,complete,Local Immo stats report 711/711 lots with code_postal.,711,711,incomplete,Local Immo stats report 705/711 lots with civic address.,711,705,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
lac-drolet,lac-drolet,complete,Canonical local Immo perMuni stats row is present and reports 1242 served lots.,1242,complete,Local Immo stats report 1242/1242 lots with surface_m2.,1242,1242,complete,Local Immo stats report 1242/1242 lots with code_postal.,1242,1242,incomplete,Local Immo stats report 1137/1242 lots with civic address.,1242,1137,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
lac-du-cerf,lac-du-cerf,complete,Canonical local Immo perMuni stats row is present and reports 1161 served lots.,1161,complete,Local Immo stats report 1161/1161 lots with surface_m2.,1161,1161,complete,Local Immo stats report 1161/1161 lots with code_postal.,1161,1161,incomplete,Local Immo stats report 1024/1161 lots with civic address.,1161,1024,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
lac-edouard,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
lac-etchemin,lac-etchemin,complete,Canonical local Immo perMuni stats row is present and reports 3450 served lots.,3450,complete,Local Immo stats report 3450/3450 lots with surface_m2.,3450,3450,complete,Local Immo stats report 3450/3450 lots with code_postal.,3450,3450,incomplete,Local Immo stats report 3152/3450 lots with civic address.,3450,3152,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
